"county","state","mean_income","cum_county","cum_mean_income"
"Wolfe","Kentucky","38,556","97.74%","99.32%"
"Rincón Municipio","Puerto Rico","38,552","97.77%","99.34%"
"Santa Isabel Municipio","Puerto Rico","38,182","97.81%","99.35%"
"Vega Baja Municipio","Puerto Rico","38,117","97.84%","99.37%"
"Cabo Rojo Municipio","Puerto Rico","38,086","97.87%","99.38%"
"Juncos Municipio","Puerto Rico","37,354","97.9%","99.39%"
"Río Grande Municipio","Puerto Rico","37,078","97.93%","99.41%"
"Cataño Municipio","Puerto Rico","36,793","97.96%","99.42%"
"Villalba Municipio","Puerto Rico","36,726","97.99%","99.43%"
"Moca Municipio","Puerto Rico","36,078","98.02%","99.45%"
"Hormigueros Municipio","Puerto Rico","36,055","98.05%","99.46%"
"Fajardo Municipio","Puerto Rico","35,363","98.08%","99.47%"
"Camuy Municipio","Puerto Rico","34,922","98.11%","99.48%"
"Sabana Grande Municipio","Puerto Rico","34,894","98.15%","99.5%"
"Manatí Municipio","Puerto Rico","34,404","98.18%","99.51%"
"Añasco Municipio","Puerto Rico","34,127","98.21%","99.52%"
"Barceloneta Municipio","Puerto Rico","33,968","98.24%","99.53%"
"Luquillo Municipio","Puerto Rico","33,949","98.27%","99.55%"
"Arecibo Municipio","Puerto Rico","33,845","98.3%","99.56%"
"Aguas Buenas Municipio","Puerto Rico","33,553","98.33%","99.57%"
"Juana Díaz Municipio","Puerto Rico","33,540","98.36%","99.58%"
"Corozal Municipio","Puerto Rico","33,289","98.39%","99.6%"
"Ceiba Municipio","Puerto Rico","32,881","98.42%","99.61%"
"Ponce Municipio","Puerto Rico","32,736","98.45%","99.62%"
"Mayagüez Municipio","Puerto Rico","32,680","98.49%","99.63%"
"Aguadilla Municipio","Puerto Rico","32,367","98.52%","99.64%"
"Barranquitas Municipio","Puerto Rico","32,285","98.55%","99.65%"
"San Lorenzo Municipio","Puerto Rico","31,845","98.58%","99.67%"
"Aibonito Municipio","Puerto Rico","31,820","98.61%","99.68%"
"Arroyo Municipio","Puerto Rico","31,680","98.64%","99.69%"
"Morovis Municipio","Puerto Rico","31,292","98.67%","99.7%"
"Naranjito Municipio","Puerto Rico","31,232","98.7%","99.71%"
"Peñuelas Municipio","Puerto Rico","31,174","98.73%","99.72%"
"Loíza Municipio","Puerto Rico","31,039","98.76%","99.73%"
"Yauco Municipio","Puerto Rico","31,007","98.79%","99.75%"
"Coamo Municipio","Puerto Rico","30,526","98.83%","99.76%"
"Guayama Municipio","Puerto Rico","30,448","98.86%","99.77%"
"Aguada Municipio","Puerto Rico","30,427","98.89%","99.78%"
"Isabela Municipio","Puerto Rico","30,383","98.92%","99.79%"
"Quebradillas Municipio","Puerto Rico","29,567","98.95%","99.8%"
"Guayanilla Municipio","Puerto Rico","29,368","98.98%","99.81%"
"Patillas Municipio","Puerto Rico","29,294","99.01%","99.82%"
"Salinas Municipio","Puerto Rico","29,252","99.04%","99.83%"
"Naguabo Municipio","Puerto Rico","28,174","99.07%","99.84%"
"San Sebastián Municipio","Puerto Rico","27,976","99.1%","99.85%"
"San Germán Municipio","Puerto Rico","27,914","99.13%","99.86%"
"Yabucoa Municipio","Puerto Rico","27,664","99.17%","99.87%"
"Florida Municipio","Puerto Rico","27,144","99.2%","99.88%"
"Lares Municipio","Puerto Rico","26,779","99.23%","99.89%"
"Comerío Municipio","Puerto Rico","26,435","99.26%","99.9%"
"Maunabo Municipio","Puerto Rico","26,380","99.29%","99.91%"
"Ciales Municipio","Puerto Rico","26,124","99.32%","99.92%"
"Orocovis Municipio","Puerto Rico","26,104","99.35%","99.93%"
"Lajas Municipio","Puerto Rico","25,680","99.38%","99.94%"
"Maricao Municipio","Puerto Rico","25,453","99.41%","99.95%"
"Utuado Municipio","Puerto Rico","25,230","99.44%","99.96%"
"Jayuya Municipio","Puerto Rico","24,684","99.47%","99.97%"
"Adjuntas Municipio","Puerto Rico","23,982","99.51%","99.98%"
"Guánica Municipio","Puerto Rico","22,876","99.54%","99.98%"
"Vieques Municipio","Puerto Rico","22,473","99.57%","99.99%"
"Las Marías Municipio","Puerto Rico","22,105","99.6%","100%"
